site_id,nom_site,commune,pays,type_site,x_l93,y_l93,longitude,latitude,phase_id,periode,sous_periode,datation_debut,datation_fin,sources_count,source_references,occupation_necropole_raw,chronologie_comment,source_file,armement_summary,or_summary,remarques
SITE-8837144d598843b1,Cutry (nécropole),Cutry,FR,nécropole,898437.0,6934742.0,5.737834532607432,49.481090537055266,SITE-819d6bbd60101810-PH1,Hallstatt,Ha D2,-540.0,-500.0,2,data/input/20250324_necropoles_BFIIIb-HaD3_Als-Lor (1).xlsx;tableau Michaël L.,Ha D2-D3,,,,,
SITE-8837144d598843b1,Cutry (nécropole),Cutry,FR,nécropole,898437.0,6934742.0,5.737834532607432,49.481090537055266,SITE-1425fdc91dd1ec14-PH1,Hallstatt,Ha D3,-500.0,-450.0,2,data/input/20250324_necropoles_BFIIIb-HaD3_Als-Lor (1).xlsx;tableau Michaël L.,Ha D2-D3,,,,,
SITE-cb905d82b8a76850,"Devant Giblot, Pâquis devant Giblot - étape 3",Diarville,FR,tumulus,931698.0,6814243.0,6.130406561359523,48.38714494395419,SITE-1a11c22c14d0884a-PH1,Hallstatt,Ha D2,-540.0,-500.0,2,data/input/20250324_necropoles_BFIIIb-HaD3_Als-Lor (1).xlsx;tableau Michaël L.,Ha B2-B3 - LT B2,"Fouilles Morel et Olivier ; 1 tombe à char fémninine deuxième phase de la nécropole (6e-4e s.) tumulus 7 construit associé à des chars à 4 roues Tombe principale une femme avec mobilier : char à quatre roues, anneaux de jambes, et d'avant bras, ceinture en métériaux organique réhaussé d'une plaque en bronze, deux fibules, une épingle, paire de boucle d'oreille en or, collier en matirèe organique et une perle en verre bleu, une vase en céramique. tombes secondaires : une femme déposé sur char avec comme mobilier anneaux de jambe, passe lacets ?, paire de fibules + une fibule recouverte d'une feuille d'or, une petite boucle d'oreille (anneau en or) + un vase surement une troisième tombe à char (découverte d'un bandage de toue) une double sépulture dans chambre funéraire en bois deux femmes panoplies de parures similaires anneaux de jambe, d'avant bras, fibule, silex Tumulus 2 rehaussé et aggrandi pour acceuillir une nouvelle tombe à char. fouille ancienne. vaisselle en bronze, bandage de roue, restes d'une ciste en bronze. Tumulus 1 : 30taine d'inhumations adventices (sépultures principalement féminine, d'autres sans mobilier peut-être masculines) seul tertre occupé à La Tène ancienne",,,,
SITE-cb905d82b8a76850,"Devant Giblot, Pâquis devant Giblot - étape 3",Diarville,FR,tumulus,931698.0,6814243.0,6.130406561359523,48.38714494395419,SITE-c3199aa17149b489-PH1,Hallstatt,Ha D3,-500.0,-450.0,2,data/input/20250324_necropoles_BFIIIb-HaD3_Als-Lor (1).xlsx;tableau Michaël L.,Ha B2-B3 - LT B2,"Fouilles Morel et Olivier ; 1 tombe à char fémninine deuxième phase de la nécropole (6e-4e s.) tumulus 7 construit associé à des chars à 4 roues Tombe principale une femme avec mobilier : char à quatre roues, anneaux de jambes, et d'avant bras, ceinture en métériaux organique réhaussé d'une plaque en bronze, deux fibules, une épingle, paire de boucle d'oreille en or, collier en matirèe organique et une perle en verre bleu, une vase en céramique. tombes secondaires : une femme déposé sur char avec comme mobilier anneaux de jambe, passe lacets ?, paire de fibules + une fibule recouverte d'une feuille d'or, une petite boucle d'oreille (anneau en or) + un vase surement une troisième tombe à char (découverte d'un bandage de toue) une double sépulture dans chambre funéraire en bois deux femmes panoplies de parures similaires anneaux de jambe, d'avant bras, fibule, silex Tumulus 2 rehaussé et aggrandi pour acceuillir une nouvelle tombe à char. fouille ancienne. vaisselle en bronze, bandage de roue, restes d'une ciste en bronze. Tumulus 1 : 30taine d'inhumations adventices (sépultures principalement féminine, d'autres sans mobilier peut-être masculines) seul tertre occupé à La Tène ancienne",,,,
SITE-a012c21b2d433dab,"Devant Giblot, Pâquis devant Giblot - étapes 1-2",Diarville,FR,tumulus,931698.0,6814243.0,6.130406561359523,48.38714494395419,SITE-7a2e11a809cc66c5-PH1,Hallstatt,Ha B2-B3,-850.0,-800.0,2,"data/input/20250324_necropoles_BFIIIb-HaD3_Als-Lor (1).xlsx;tableau Michaël L., info S. Marion",Ha B2-B3 - LT B2,"environ 15 inhumations, Fouilles Morel et Olivier. 5 peut être 6 tombes à épée du Hallstatt C2 (info S. Marion) mise en place de la nécropole au cours du 7e s.. construction des tumulus jusque dans la première moitié du 6es. (les tumulus sont alignés surement sur des limites parcellaires ou chemin disparus). au total 7 tumulus ont été observés (à masse de terre). les tombes centrales protégées par blocs calcaires, inhumations tombes à épées du 7e s. : hommes enterrés avec une grandes épées de fer, tertre de grande dimensions délimité par fossé circulaire, voir par palissade. aménagement de petites chambres ou caissons en bois et de dallage de blocs calcaires la plupart des ossements diparu. épée placée du côté droit du mort à la partie supérieure du corps, poignée vers la t^te pointe vers les genoux, épée emballée dans plusieurs couches de tissus après avoir été désolidarisé de leur fourreau. autre type de mobilier rare, 2 sépultures avec céramique. dans la masse des tertres des incinérations ont également été découvertes ainsi que quelques inhumations mobilier rare (parures en ambre et en bronze) coffrage en matière organique",,,,
SITE-a012c21b2d433dab,"Devant Giblot, Pâquis devant Giblot - étapes 1-2",Diarville,FR,tumulus,931698.0,6814243.0,6.130406561359523,48.38714494395419,SITE-108f57b976355606-PH1,Hallstatt,Ha C,-660.0,-620.0,2,"data/input/20250324_necropoles_BFIIIb-HaD3_Als-Lor (1).xlsx;tableau Michaël L., info S. Marion",Ha B2-B3 - LT B2,"environ 15 inhumations, Fouilles Morel et Olivier. 5 peut être 6 tombes à épée du Hallstatt C2 (info S. Marion) mise en place de la nécropole au cours du 7e s.. construction des tumulus jusque dans la première moitié du 6es. (les tumulus sont alignés surement sur des limites parcellaires ou chemin disparus). au total 7 tumulus ont été observés (à masse de terre). les tombes centrales protégées par blocs calcaires, inhumations tombes à épées du 7e s. : hommes enterrés avec une grandes épées de fer, tertre de grande dimensions délimité par fossé circulaire, voir par palissade. aménagement de petites chambres ou caissons en bois et de dallage de blocs calcaires la plupart des ossements diparu. épée placée du côté droit du mort à la partie supérieure du corps, poignée vers la t^te pointe vers les genoux, épée emballée dans plusieurs couches de tissus après avoir été désolidarisé de leur fourreau. autre type de mobilier rare, 2 sépultures avec céramique. dans la masse des tertres des incinérations ont également été découvertes ainsi que quelques inhumations mobilier rare (parures en ambre et en bronze) coffrage en matière organique",,,,
SITE-a012c21b2d433dab,"Devant Giblot, Pâquis devant Giblot - étapes 1-2",Diarville,FR,tumulus,931698.0,6814243.0,6.130406561359523,48.38714494395419,SITE-1a7ad6a429bcdade-PH1,Hallstatt,Ha D1,-620.0,-540.0,2,"data/input/20250324_necropoles_BFIIIb-HaD3_Als-Lor (1).xlsx;tableau Michaël L., info S. Marion",Ha B2-B3 - LT B2,"environ 15 inhumations, Fouilles Morel et Olivier. 5 peut être 6 tombes à épée du Hallstatt C2 (info S. Marion) mise en place de la nécropole au cours du 7e s.. construction des tumulus jusque dans la première moitié du 6es. (les tumulus sont alignés surement sur des limites parcellaires ou chemin disparus). au total 7 tumulus ont été observés (à masse de terre). les tombes centrales protégées par blocs calcaires, inhumations tombes à épées du 7e s. : hommes enterrés avec une grandes épées de fer, tertre de grande dimensions délimité par fossé circulaire, voir par palissade. aménagement de petites chambres ou caissons en bois et de dallage de blocs calcaires la plupart des ossements diparu. épée placée du côté droit du mort à la partie supérieure du corps, poignée vers la t^te pointe vers les genoux, épée emballée dans plusieurs couches de tissus après avoir été désolidarisé de leur fourreau. autre type de mobilier rare, 2 sépultures avec céramique. dans la masse des tertres des incinérations ont également été découvertes ainsi que quelques inhumations mobilier rare (parures en ambre et en bronze) coffrage en matière organique",,,,
SITE-93448e89cf4a67f0,La Croix Sainte Anne/au loup,Gondreville,FR,nécropole,919401.0,6846657.0,5.980951523926093,48.68279166135152,SITE-ed246bb99c988da4-PH1,Hallstatt,Ha B2-B3,-850.0,-800.0,2,data/input/20250324_necropoles_BFIIIb-HaD3_Als-Lor (1).xlsx;tableau Michaël L.,Ha B2-B3 - Ha C1 et LT A-B,tombes plates? crémation BF et fib italique à conf type et datation (musée metz),,,,
SITE-93448e89cf4a67f0,La Croix Sainte Anne/au loup,Gondreville,FR,nécropole,919401.0,6846657.0,5.980951523926093,48.68279166135152,SITE-b102e3ee38713e4c-PH1,Hallstatt,Ha C,-800.0,-660.0,2,data/input/20250324_necropoles_BFIIIb-HaD3_Als-Lor (1).xlsx;tableau Michaël L.,Ha B2-B3 - Ha C1 et LT A-B,tombes plates? crémation BF et fib italique à conf type et datation (musée metz),,,,
SITE-c5a08bd4c475bf88,Bois de Voivre - étape indéterminée,Haroué,FR,tumulus,935504.0,6824099.0,6.187144931597509,48.47437315836162,SITE-13e72062fb0a5962-PH1,indéterminé,,,,2,data/input/20250324_necropoles_BFIIIb-HaD3_Als-Lor (1).xlsx;tableau Michaël L.,Ha B2-B3 - D1 et LT D,21 tertres non fouillés,,,,
SITE-063e4ee55d0275b3,Bois de Voivre - étapes 1-2,Haroué,FR,tumulus,935504.0,6824099.0,6.187144931597509,48.47437315836162,SITE-702c505b765b02a3-PH1,Hallstatt,Ha B2-B3,-850.0,-800.0,2,data/input/20250324_necropoles_BFIIIb-HaD3_Als-Lor (1).xlsx;tableau Michaël L.,Ha B2-B3 - D1 et LT D,"90 tum dont 69 fouillés, 23 i, nombre de crémations inconnu, fibules, ambre, or, 69 tum fouillés (BF IIIb HaC D1, mobilier significatif) 2 inci LTD",,,,
SITE-063e4ee55d0275b3,Bois de Voivre - étapes 1-2,Haroué,FR,tumulus,935504.0,6824099.0,6.187144931597509,48.47437315836162,SITE-f60fdcea4aa1f028-PH1,Hallstatt,Ha C,-660.0,-620.0,2,data/input/20250324_necropoles_BFIIIb-HaD3_Als-Lor (1).xlsx;tableau Michaël L.,Ha B2-B3 - D1 et LT D,"90 tum dont 69 fouillés, 23 i, nombre de crémations inconnu, fibules, ambre, or, 69 tum fouillés (BF IIIb HaC D1, mobilier significatif) 2 inci LTD",,,,
SITE-063e4ee55d0275b3,Bois de Voivre - étapes 1-2,Haroué,FR,tumulus,935504.0,6824099.0,6.187144931597509,48.47437315836162,SITE-7270cf6c2103e822-PH1,Hallstatt,Ha D1,-620.0,-540.0,2,data/input/20250324_necropoles_BFIIIb-HaD3_Als-Lor (1).xlsx;tableau Michaël L.,Ha B2-B3 - D1 et LT D,"90 tum dont 69 fouillés, 23 i, nombre de crémations inconnu, fibules, ambre, or, 69 tum fouillés (BF IIIb HaC D1, mobilier significatif) 2 inci LTD",,,,
SITE-3d6262892c5d3953,Jaillon (nécropole),Jaillon,FR,tumulus,918643.0,6855479.0,5.975176586377571,48.762339736667855,SITE-c4e9a00d7c6bf2a0-PH1,indéterminé,,,,2,data/input/20250324_necropoles_BFIIIb-HaD3_Als-Lor (1).xlsx;tableau Michaël L.,Ha - LTA1,"Diagnostic fouille 2011, tombe d'enfant LTA1 en contexte tumulaire",,,,
SITE-66466b496c28205d,Le coin du cendrier,Laneuvelotte,FR,tumulus,942649.0,6852290.0,6.299663486355674,48.72510348953017,SITE-2defbe0c8ae23aa2-PH1,Hallstatt,Ha D2,-540.0,-500.0,2,data/input/20250324_necropoles_BFIIIb-HaD3_Als-Lor (1).xlsx;tableau Michaël L.,Ha D2-D3 et Haut-Empire,,,,,
SITE-66466b496c28205d,Le coin du cendrier,Laneuvelotte,FR,tumulus,942649.0,6852290.0,6.299663486355674,48.72510348953017,SITE-d9dfb07f27203be2-PH1,Hallstatt,Ha D3,-500.0,-450.0,2,data/input/20250324_necropoles_BFIIIb-HaD3_Als-Lor (1).xlsx;tableau Michaël L.,Ha D2-D3 et Haut-Empire,,,,,
SITE-f3454092a4a51c27,"Grand Bois Juré, forêt de Facq",Lesmenils Pont-à-Mouson,FR,tumulus,940608.0,6821988.0,6.254964458414076,48.45352552494921,SITE-b1f405d01fc9df7d-PH1,Hallstatt,Ha B2-B3,-850.0,-800.0,2,data/input/20250324_necropoles_BFIIIb-HaD3_Als-Lor (1).xlsx;tableau Michaël L.,Ha B2-B3 - Ha C2,"Crémation sous tumulus. Céramiques, épée en fer, agrafe de ceinture en Br, bracelet en br",,,,
SITE-f3454092a4a51c27,"Grand Bois Juré, forêt de Facq",Lesmenils Pont-à-Mouson,FR,tumulus,940608.0,6821988.0,6.254964458414076,48.45352552494921,SITE-a720ca7f199fc75f-PH1,Hallstatt,Ha C,-800.0,-660.0,2,data/input/20250324_necropoles_BFIIIb-HaD3_Als-Lor (1).xlsx;tableau Michaël L.,Ha B2-B3 - Ha C2,"Crémation sous tumulus. Céramiques, épée en fer, agrafe de ceinture en Br, bracelet en br",,,,
SITE-ec23b5c159a9cce3,"Promenade des Moines, nord village",Limey-Remenauville,FR,tumulus,912707.0,6869952.0,5.9017101384611115,48.89439778022844,SITE-35fb027b2dd1b1e1-PH1,Hallstatt,Ha D1,-620.0,-540.0,2,data/input/20250324_necropoles_BFIIIb-HaD3_Als-Lor (1).xlsx;tableau Michaël L.,-,"torque creux en br (Lieger 1996 p7) CAG 54 et prospection aérienne Berton Humbert 1996 , même nécropole?",,,,
SITE-f7a4501847618cba,La Garenne - étape 3,Liverdun,FR,nécropole,924354.0,6854737.0,6.052422275806113,48.75371106692205,SITE-cc27ec45c54c3c8a-PH1,Hallstatt,Ha D2,-540.0,-500.0,2,data/input/20250324_necropoles_BFIIIb-HaD3_Als-Lor (1).xlsx;tableau Michaël L.,"Chalcolithique, Bronze final, Ha C1-LT C1","Fouilles anciennes, Chalco, 3 incic BF, HaCD1, parure anneaux fib, torques et sep 7 chaine de ceinture et an verre",,,,
SITE-f7a4501847618cba,La Garenne - étape 3,Liverdun,FR,nécropole,924354.0,6854737.0,6.052422275806113,48.75371106692205,SITE-1735255548d9e424-PH1,Hallstatt,Ha D3,-500.0,-450.0,2,data/input/20250324_necropoles_BFIIIb-HaD3_Als-Lor (1).xlsx;tableau Michaël L.,"Chalcolithique, Bronze final, Ha C1-LT C1","Fouilles anciennes, Chalco, 3 incic BF, HaCD1, parure anneaux fib, torques et sep 7 chaine de ceinture et an verre",,,,
SITE-c29cf9b643dc20b7,La Garenne - étapes 1-2,Liverdun,FR,nécropole,924354.0,6854737.0,6.052422275806113,48.75371106692205,SITE-bdbd138a8186c2f5-PH1,Hallstatt,Ha C,-660.0,-620.0,2,data/input/20250324_necropoles_BFIIIb-HaD3_Als-Lor (1).xlsx;tableau Michaël L.,"Chalcolithique, Bronze final, Ha C1-LT C1","Fouilles anciennes, Chalco, 3 incic BF, HaCD1, parure anneaux fib, torques et sep 7 chaine de ceinture et an verre",,,,
SITE-c29cf9b643dc20b7,La Garenne - étapes 1-2,Liverdun,FR,nécropole,924354.0,6854737.0,6.052422275806113,48.75371106692205,SITE-e98835786c63b038-PH1,Hallstatt,Ha D1,-620.0,-540.0,2,data/input/20250324_necropoles_BFIIIb-HaD3_Als-Lor (1).xlsx;tableau Michaël L.,"Chalcolithique, Bronze final, Ha C1-LT C1","Fouilles anciennes, Chalco, 3 incic BF, HaCD1, parure anneaux fib, torques et sep 7 chaine de ceinture et an verre",,,,
SITE-47bb23452eb54e99,Sablière,Liverdun,FR,tumulus,924354.0,6854737.0,6.052422275806113,48.75371106692205,SITE-5d68f37abe6ca4c7-PH1,Hallstatt,Ha D2,-540.0,-500.0,2,data/input/20250324_necropoles_BFIIIb-HaD3_Als-Lor (1).xlsx;tableau Michaël L.,Ha D2 - LT B2,"anneaux de jambes unis,torques et bracelets à renflements",,,,
SITE-47bb23452eb54e99,Sablière,Liverdun,FR,tumulus,924354.0,6854737.0,6.052422275806113,48.75371106692205,SITE-dc06fde122aa867f-PH1,Hallstatt,Ha D3,-500.0,-450.0,2,data/input/20250324_necropoles_BFIIIb-HaD3_Als-Lor (1).xlsx;tableau Michaël L.,Ha D2 - LT B2,"anneaux de jambes unis,torques et bracelets à renflements",,,,
SITE-d3e9b5235639c07d,Côte de Malzeville - Bois de l'Hôpital,Malzeville,FR,tumulus,934577.0,6851585.0,6.189630742328594,48.72175032300104,SITE-fc36863572098970-PH1,Hallstatt,Ha D1,-620.0,-540.0,2,data/input/20250324_necropoles_BFIIIb-HaD3_Als-Lor (1).xlsx;tableau Michaël L.,-,fouilles 1867 Cournault-Guérin Fouille mal comprise d'un tumulus avec de la céramique,,,,
SITE-a7306b82aa5a7fce,Bois de Grève,Messein - Richardmenil,FR,tumulus,931571.0,6839046.0,6.14201981748917,48.61014015060846,SITE-5e73ad9856a0495d-PH1,Hallstatt,Ha C,-660.0,-620.0,2,data/input/20250324_necropoles_BFIIIb-HaD3_Als-Lor (1).xlsx;tableau Michaël L.,Ha C2 et LT A-B,"inhumation avec épée fer Ha C2, et évcentuellement une autre ou d'autres inhum LTA",,,,
SITE-5d51ef7e55114b3c,Au nord du village,Phlin,FR,nécropole,940106.0,6873522.0,6.2770979875945905,48.916839904450725,SITE-2f01029d44f0d5eb-PH1,Hallstatt,Ha D2,-540.0,-500.0,2,data/input/20250324_necropoles_BFIIIb-HaD3_Als-Lor (1).xlsx;tableau Michaël L.,Ha D2 - LT A2,Fouilles anciennes restes AB? 2 anneaux Ha (à dater) et deux bracelets LTA (à dater plus précisément,,,,
SITE-5d51ef7e55114b3c,Au nord du village,Phlin,FR,nécropole,940106.0,6873522.0,6.2770979875945905,48.916839904450725,SITE-d59ac4ce4a84882a-PH1,Hallstatt,Ha D3,-500.0,-450.0,2,data/input/20250324_necropoles_BFIIIb-HaD3_Als-Lor (1).xlsx;tableau Michaël L.,Ha D2 - LT A2,Fouilles anciennes restes AB? 2 anneaux Ha (à dater) et deux bracelets LTA (à dater plus précisément,,,,
SITE-e692632dce29ac5d,Le Pré Chenu,Tomblaine,FR,tumulus,937058.0,6847688.0,6.221168165061991,48.68582235844958,SITE-09b59824bd53648c-PH1,Hallstatt,Ha D3,-500.0,-450.0,2,data/input/20250324_necropoles_BFIIIb-HaD3_Als-Lor (1).xlsx;tableau Michaël L.,Ha D3-LT A2 et LT C1,"2 inhumations (1 Ha D3 et 1 LTA??, à vérifier), et une crémation non datée",,,,
SITE-402d0e4840aa6ba2,Les Cugnots,Vandieres,FR,nécropole,921163.0,6877433.0,6.020857500339776,48.958773316199505,SITE-a37ad97af7e77e9f-PH1,Hallstatt,Ha D2,-540.0,-500.0,2,data/input/20250324_necropoles_BFIIIb-HaD3_Als-Lor (1).xlsx;tableau Michaël L.,Ha D2 - LT B1b et Romain,"97 i, 222 objets en alliage cuivreux (étude des restes organiques), bracelets en lignite",,,,
SITE-402d0e4840aa6ba2,Les Cugnots,Vandieres,FR,nécropole,921163.0,6877433.0,6.020857500339776,48.958773316199505,SITE-90dbb7213d5bb40f-PH1,Hallstatt,Ha D3,-500.0,-450.0,2,data/input/20250324_necropoles_BFIIIb-HaD3_Als-Lor (1).xlsx;tableau Michaël L.,Ha D2 - LT B1b et Romain,"97 i, 222 objets en alliage cuivreux (étude des restes organiques), bracelets en lignite",,,,
SITE-8c0435facdb0fe5c,Clairlieu,Villers-Les-Nancy,FR,tumulus,930348.0,6844761.0,6.128513859271395,48.661942315730265,SITE-1a2455c2c0674d98-PH1,Hallstatt,Ha C,-660.0,-620.0,2,data/input/20250324_necropoles_BFIIIb-HaD3_Als-Lor (1).xlsx;tableau Michaël L.,Ha C-D1,"fouilles Barthelemy 1885-6 ; 1 tum. 9 sep, bracelet br, brac fer boules, céramiques",,,,
SITE-8c0435facdb0fe5c,Clairlieu,Villers-Les-Nancy,FR,tumulus,930348.0,6844761.0,6.128513859271395,48.661942315730265,SITE-89087e48d09836eb-PH1,Hallstatt,Ha D1,-620.0,-540.0,2,data/input/20250324_necropoles_BFIIIb-HaD3_Als-Lor (1).xlsx;tableau Michaël L.,Ha C-D1,"fouilles Barthelemy 1885-6 ; 1 tum. 9 sep, bracelet br, brac fer boules, céramiques",,,,
SITE-dc9c02e84367ec31,"Route Forestière, Parc de Brabois",Villers-Les-Nancy,FR,tumulus,930348.0,6844761.0,6.128513859271395,48.661942315730265,SITE-e7f903e42167293c-PH1,Hallstatt,Ha C,-660.0,-620.0,2,data/input/20250324_necropoles_BFIIIb-HaD3_Als-Lor (1).xlsx;tableau Michaël L.,Ha C,"2 rasoirs HaC, 3 bracelet br, travaux de voirie et fouilles Beaupré 1904",,,,
SITE-b8dafbd563ec0fde,Bois Communal Cp 13,Villey-Saint-Etienne,FR,tumulus,917925.0,6851666.0,5.963469276323026,48.7283122884173,SITE-a1d1ef283f4c907d-PH1,Hallstatt,Ha B2-B3,-850.0,-800.0,2,data/input/20250324_necropoles_BFIIIb-HaD3_Als-Lor (1).xlsx;tableau Michaël L.,Ha B2-B3 - LT C2,"Bronze final IIIb, fouilles Liéger HaC épée courte en fer bague coudée plaquée or, fib type marzabotto épée LT",,,,
SITE-b8dafbd563ec0fde,Bois Communal Cp 13,Villey-Saint-Etienne,FR,tumulus,917925.0,6851666.0,5.963469276323026,48.7283122884173,SITE-5d5c97274133ef04-PH1,Hallstatt,Ha C,-660.0,-620.0,2,data/input/20250324_necropoles_BFIIIb-HaD3_Als-Lor (1).xlsx;tableau Michaël L.,Ha B2-B3 - LT C2,"Bronze final IIIb, fouilles Liéger HaC épée courte en fer bague coudée plaquée or, fib type marzabotto épée LT",,,,
SITE-b8dafbd563ec0fde,Bois Communal Cp 13,Villey-Saint-Etienne,FR,tumulus,917925.0,6851666.0,5.963469276323026,48.7283122884173,SITE-8f8cbe501fd39ed1-PH1,Hallstatt,Ha D1,-620.0,-540.0,2,data/input/20250324_necropoles_BFIIIb-HaD3_Als-Lor (1).xlsx;tableau Michaël L.,Ha B2-B3 - LT C2,"Bronze final IIIb, fouilles Liéger HaC épée courte en fer bague coudée plaquée or, fib type marzabotto épée LT",,,,
SITE-b8dafbd563ec0fde,Bois Communal Cp 13,Villey-Saint-Etienne,FR,tumulus,917925.0,6851666.0,5.963469276323026,48.7283122884173,SITE-bc00eb5ca8c1650a-PH1,Hallstatt,Ha D2,-540.0,-500.0,2,data/input/20250324_necropoles_BFIIIb-HaD3_Als-Lor (1).xlsx;tableau Michaël L.,Ha B2-B3 - LT C2,"Bronze final IIIb, fouilles Liéger HaC épée courte en fer bague coudée plaquée or, fib type marzabotto épée LT",,,,
SITE-b8dafbd563ec0fde,Bois Communal Cp 13,Villey-Saint-Etienne,FR,tumulus,917925.0,6851666.0,5.963469276323026,48.7283122884173,SITE-6cd74c9b06f314c8-PH1,Hallstatt,Ha D3,-500.0,-450.0,2,data/input/20250324_necropoles_BFIIIb-HaD3_Als-Lor (1).xlsx;tableau Michaël L.,Ha B2-B3 - LT C2,"Bronze final IIIb, fouilles Liéger HaC épée courte en fer bague coudée plaquée or, fib type marzabotto épée LT",,,,
SITE-4e2c96ab91101148,Carrière Solvay,Villey-Saint-Etienne,FR,tumulus,917925.0,6851666.0,5.963469276323026,48.7283122884173,SITE-f73095a8a1395da8-PH1,Hallstatt,Ha D2,-540.0,-500.0,2,data/input/20250324_necropoles_BFIIIb-HaD3_Als-Lor (1).xlsx;tableau Michaël L.,Ha D2 - LT B2,"anneaux pleins et creux et lisses, anneaux à nodosités et tampons, passant trilobé, 2 fib",,,,
SITE-4e2c96ab91101148,Carrière Solvay,Villey-Saint-Etienne,FR,tumulus,917925.0,6851666.0,5.963469276323026,48.7283122884173,SITE-ba9b77bcfed76ea2-PH1,Hallstatt,Ha D3,-500.0,-450.0,2,data/input/20250324_necropoles_BFIIIb-HaD3_Als-Lor (1).xlsx;tableau Michaël L.,Ha D2 - LT B2,"anneaux pleins et creux et lisses, anneaux à nodosités et tampons, passant trilobé, 2 fib",,,,
SITE-8120f6b61e149a1f,Vallée du Maire,Amanty,FR,nécropole,892351.0,6827088.0,5.604947505947075,48.515478864981475,SITE-4d1829097abdc25c-PH1,indéterminé,,,,2,data/input/20250324_necropoles_BFIIIb-HaD3_Als-Lor (1).xlsx;tableau Michaël L.,,"1 cercle funéraire, 1 enclos carré",,,,
SITE-1b7c9c39f72ce209,Beney-en-Woëvre (nécropole),Beney-en-Woëvre,FR,nécropole,905483.0,6877158.0,5.80673871628431,48.96150397684505,SITE-79ba9ebb72e18a06-PH1,Hallstatt,Ha D2,-540.0,-500.0,2,data/input/20250324_necropoles_BFIIIb-HaD3_Als-Lor (1).xlsx;tableau Michaël L.,Ha D2-LT A2,"Parure tubulaire, fibule, rapport en cours",,,,
SITE-1b7c9c39f72ce209,Beney-en-Woëvre (nécropole),Beney-en-Woëvre,FR,nécropole,905483.0,6877158.0,5.80673871628431,48.96150397684505,SITE-573d89d92cb3aeb5-PH1,Hallstatt,Ha D3,-500.0,-450.0,2,data/input/20250324_necropoles_BFIIIb-HaD3_Als-Lor (1).xlsx;tableau Michaël L.,Ha D2-LT A2,"Parure tubulaire, fibule, rapport en cours",,,,
SITE-b4ba9b95e69d7189,Les Fonzelles-Maucourt,Chaillon,FR,nécropole,893559.0,6875408.0,5.643191673894838,48.94947622104563,SITE-fca94301e4220482-PH1,Hallstatt,Ha D2,-540.0,-500.0,2,data/input/20250324_necropoles_BFIIIb-HaD3_Als-Lor (1).xlsx;tableau Michaël L.,Ha D2-LT A1,"Inhumations, Aisne-Marne ; 4 tombes à armes (poignard et hast)",,,,
SITE-b4ba9b95e69d7189,Les Fonzelles-Maucourt,Chaillon,FR,nécropole,893559.0,6875408.0,5.643191673894838,48.94947622104563,SITE-1b98f15e01834d88-PH1,Hallstatt,Ha D3,-500.0,-450.0,2,data/input/20250324_necropoles_BFIIIb-HaD3_Als-Lor (1).xlsx;tableau Michaël L.,Ha D2-LT A1,"Inhumations, Aisne-Marne ; 4 tombes à armes (poignard et hast)",,,,
SITE-64d682bfdf8012dc,Thumelou,Dieue-Sur-Meuse,FR,nécropole,877474.0,6889365.0,5.429545993544535,49.079556482403746,SITE-d4c33261d6173f1d-PH1,Hallstatt,Ha D2,-540.0,-500.0,2,data/input/20250324_necropoles_BFIIIb-HaD3_Als-Lor (1).xlsx;tableau Michaël L.,Ha D2-D3,2 inhumations,,,,
SITE-64d682bfdf8012dc,Thumelou,Dieue-Sur-Meuse,FR,nécropole,877474.0,6889365.0,5.429545993544535,49.079556482403746,SITE-b80d62cb709fe7b2-PH1,Hallstatt,Ha D3,-500.0,-450.0,2,data/input/20250324_necropoles_BFIIIb-HaD3_Als-Lor (1).xlsx;tableau Michaël L.,Ha D2-D3,2 inhumations,,,,
SITE-c19649062e0f66e3,Fond de Longevaux,Koeur-la-Petite,FR,tumulus,880087.0,6864108.0,5.454549501975253,48.851819940253925,SITE-2be8e9b805ff48be-PH1,Hallstatt,Ha D1,-620.0,-540.0,2,data/input/20250324_necropoles_BFIIIb-HaD3_Als-Lor (1).xlsx;tableau Michaël L.,Ha D et LT C2,"Parure tubulaire, plaque de ceinture",,,,
SITE-c19649062e0f66e3,Fond de Longevaux,Koeur-la-Petite,FR,tumulus,880087.0,6864108.0,5.454549501975253,48.851819940253925,SITE-518c7de7460d722e-PH1,Hallstatt,Ha D2,-540.0,-500.0,2,data/input/20250324_necropoles_BFIIIb-HaD3_Als-Lor (1).xlsx;tableau Michaël L.,Ha D et LT C2,"Parure tubulaire, plaque de ceinture",,,,
SITE-c19649062e0f66e3,Fond de Longevaux,Koeur-la-Petite,FR,tumulus,880087.0,6864108.0,5.454549501975253,48.851819940253925,SITE-e97965d8fd84c895-PH1,Hallstatt,Ha D3,-500.0,-450.0,2,data/input/20250324_necropoles_BFIIIb-HaD3_Als-Lor (1).xlsx;tableau Michaël L.,Ha D et LT C2,"Parure tubulaire, plaque de ceinture",,,,
