site_id,nom_site,commune,departement,pays,type_site,longitude,latitude,x_l93,y_l93,periode,sous_periode,datation_debut,datation_fin,confiance,source,description,bibliographie
CAG68_horbourg-wihr_3b05d229,(006 AH) - Une inscription encastrée dans la base du clocher de l’église Saint-Michel de Wihr (XIVe-XVe siècle) a é,Horbourg-Wihr,68,FR,,,,,,,,,,LOW,CAG 68 — Haut-Rhin (M. Zehner),"(006 AH) - Une inscription encastrée dans la base  du  clocher  de  l’église
Saint-Michel de Wihr (XIVe-XVe siècle) a  été  découverte  en  1991  par  M.
Fuchs (long. : 1,26 m ; haut. : 0,20 m). On  y  lit :  Maier  ou  Mater.  La
pierre a été retaillée lors de  son  réemploi :  M.  Fuchs,  1995e,  p. 212,
n° 55.",
CAG68_horbourg-wihr_7d726419,"41* (022 AH) - Au n°181 de la Grand Rue, en 1993, on a découvert, lors du curage d’un étang, un lot de 22 blocs de",Horbourg-Wihr,68,FR,,,,,,,,,,LOW,CAG 68 — Haut-Rhin (M. Zehner),"41* (022 AH) - Au n°181 de la Grand Rue, en 1993, on a  découvert,  lors  du
curage d’un étang, un lot de 22 blocs  de  grès  rose  dont  7  portent  des
inscriptions. L’une d’elles a été lu : [- - -] doni [- - -]. Coll.  privée :
M. Fuchs, 1995e, p. 213, n° 56.

• Fragments sculptés",
CAG68_horbourg-wihr_9966afe6,"42* (028, 051 AH) - Dans le village, lors du creusement d’une cave, en 1782, S. Billing mentionne la découverte d’",Horbourg-Wihr,68,FR,HABITAT,,,,,,hac,,,MEDIUM,CAG 68 — Haut-Rhin (M. Zehner),"42* (028, 051 AH) - Dans le village,  lors  du  creusement  d’une  cave,  en
1782, S. Billing mentionne la découverte d’un bas-relief en grès rose  brisé
en quatre morceaux (haut. : 1 m ; larg. : 1,10 m). Ce  dernier  présente  un
personnage féminin (déesse ?) assis sur un  siège  cubique  et  deux  génies
ailés tenant chacun une grappe  de  raisin,  l’un  d’eux  marchant  sur  une
hotte. Ce monument a disparu. Nous n’en possédons  qu’un  croquis :  Ph.  de
Golbéry, 1828a,  p. 227 ;  - Schoepflin-Ravenèz,  1849-1851,  III,  p. 157 ;
- P.-A. Grandidier, 1867a, p. 22 ; - F. X. Kraus,  1884,  p. 337-338 ;  - E.
Espérandieu, 1918, p. 133, n° 5474 ;  - L.  Kubler,  1959,  p. 18-19 ;  - M.
Fuchs, 1995e, p. 161, n° 4.

43* Dans la maison Hirtz-Meyer ont été découverts deux bas-reliefs  en  grès
rose, aujourd’hui disparus. Il ne nous en reste que  deux  croquis  exécutés
en 1945 par Chr. Wilsdorf. La première sculpture était un fragment de  stèle
qui représentait le buste  d’un  personnage :  F.X.  Kraus,  1884,  p. 338 ;
- E.A. Herrenschneider, Communication de M. le Pasteur  Herrenschneider  sur
les fouilles de Horbourg (P.V. du 17.07.1884), dans  B.S.C.M.H.A.,  II,  12,
1881-1884, p. 166 ; - M. Fuchs, 1995e p. 178, n° 21.
La seconde représente un buste de personnage masculin :  F.X.  Kraus,  1884,
p. 171 ;  - E.A.   Herrenschneider,   Communication   de   M.   le   Pasteur
Herrenschneider sur les fouilles de  Horbourg  (P.V.  du  17.07.1884),  dans
B.S.C.M.H.A., II, 12, 1881-1884, p. 166 ; - M. Fuchs, 1995e, p. 179, n° 22.

44* A l’emplacement de la maison Ritzenhaler, on a découvert un grand  autel
mouluré en grès rose (haut. :  0,63 m ;  larg. :  0,66 m).  Une  inscription
avait été trouvée au même endroit (cf. supra). Musée d’Unterlinden,  Colmar,
Am 147 : Ch. Goutzwiller, 1866,  n° 3 ;  - P.  Schmitt,  1964,  n° 8 ;  - M.
Fuchs, 1995e, p. 165, n° 8.

45* Au siècle dernier, M. Prudhomme a fait don d’un fragment  de  bas-relief
au Musée d’Unterlinden (haut. : 0,51 m ; larg. : 0,60 m ;  prof. :  0,19 m).
Il présente le buste d’une femme portant une tunique et un manteau  maintenu
par une  fibule  ronde.  Le  personnage  est  inscrit  dans  un  encadrement
rectangulaire. Musée d’Unterlinden, Colmar, Am 141 : Ch. Goutzwiller,  1866,
n° 7 ;  - E.  Espérandieu,  1918,  p. 128,  n° 5468 ;  - P.  Schmitt,  1964,
n° 13 ; - J.-L. Schenk,  1982,  p. 9,  n° 4 ;  - M.  Fuchs,  1995e,  p. 168,
n° 11.

46* E.A.  Herrenschneider  a  découvert  une  stèle  funéraire  dont  il  ne
subsiste que la partie supérieure. Nous n’en connaissons ni le contexte,  ni
la date. Le bas-relief (haut. : 0,32 m ; larg. :  0,52 m ;  prof. :  0,18 m)
représente la tête  d’une  femme  inscrite  dans  un  arc  en  berceau.  Les
écoinçons sont décorés d’une rosette.  Musée  d’Unterlinden,  Colmar :  E.A.
Herrenschneider, 1894, trad. 1993, p. 100 ; - J.-L. Schenk,  1982,  p. 9-10,
n° 5 ; - M. Fuchs, 1995e, p. 177, n° 20.","47* Le Musée d’Unterlinden possède un bas-relief en grès rose,  très  abîmé,
représentant une tête de femme. Musée d’Unterlinden, Colmar, Am 154 :  J.-L.
Schenk, 1982, p. 10, n° 6 ; - M. Fuchs, 1995e, p. 186, n° 29."
CAG68_horbourg-wihr_08a74936,"48* (014, 019 AH) - Dans la cour Weniger, au n° 11, rue des écoles, E.A. Herrenschneider mentionne la découverte, en",Horbourg-Wihr,68,FR,,,,,,GALLO_ROMAIN,,,,MEDIUM,CAG 68 — Haut-Rhin (M. Zehner),"48* (014, 019 AH) - Dans la cour Weniger, au n° 11,  rue  des  écoles,  E.A.
Herrenschneider mentionne la découverte, en  1853,  d’une  stèle  à  fronton
triangulaire réemployée dans le rempart sud du  castellum.  Il  s’agit  d’un
bas-relief en grès rose (haut. : 1,57 m ; larg. : 0,58 m ; prof. :  0,24 m).
Elle représente un  personnage  masculin (?)  vêtu  d’une  tunique  et  d’un
manteau, tenant  une  pomme (?)  et  une  bourse (?).  Musée  d’Unterlinden,
Colmar : Ch. Goutzwiller, 1866, n° 6 ; - F.X. Kraus, 1884,  p. 338 ;  - E.A.
Herrenschneider, Ch. Winckler, Sur les substructions du  camp  romain  (P.V.
du  6.10.1884),  dans  B.S.C.M.H.A.,  II,  1881-1884,  p. 178-179 ;   - E.A.
Herrenschneider, Communication de M.  le  Pasteur  Herrenschneider  sur  les
fouilles de Horbourg (P.V. du 17.07.1884), dans B.S.C.M.H.A., II, 12,  1881-
1884, p. 166 ; Mémoires sur les fouilles de Horbourg  (P.V.  du  7.03.1887),
dans B.S.C.M.H.A., II, 13, 1887-1888, p. 90-93 ; 1894, trad.  1993,  p. 91 ;
- Strassburger Post, 107, 12.02.1894 ; - Fundberichte und kleinere  Notizen.
Auszüge aus den Zeitungen, dans B.S.C.M.H.A., II,  17,  1895,  p. 33 ;  - E.
Espérandieu, 1918, p. 125, n° 5458 ;  - P.  Schmitt,  1964,  n° 5 ;  - J.-L.
Schenk, 1982, n° 7 ; - M. Fuchs, 1995e, p. 169, n° 12.",
CAG68_horbourg-wihr_a21725d1,"49* (013 AH) - Dans la maison Birkel, au n° 4, rue de la 5ème D.B., une autre stèle a été découverte en 1855. Il s",Horbourg-Wihr,68,FR,,,,,,GALLO_ROMAIN,,,,MEDIUM,CAG 68 — Haut-Rhin (M. Zehner),"49* (013 AH) - Dans la maison Birkel, au n° 4, rue  de  la  5ème  D.B.,  une
autre stèle a été découverte en 1855. Il  s’agit  d’un  bas-relief  en  grès
rose (haut. : 0,36 m ; larg. : 0,32 m) représentant un Mercure,  un  manteau
agrafé sur le côté droit, tenant son caducée de la main  gauche  (fig. 114).
Musée d’Unterlinden, Colmar, Am 145 : Ch. Goutzwiller,  1866,  n° 10 ;  - E.
Espérandieu, 1918, p. 28, n° 5466 ; - P. Schmitt, 1964, n° 1 ;  - M.  Fuchs,
1995e, p. 162, n° 5.
Dans cette même maison, la même année, ont  également  été  découverts  deux
autres bas-reliefs. Le  premier  en  grès  rose  (haut. :  1,40 m ;  larg. :
0,70 m ; prof. : 0,20 m), représente un couple –  ou  deux  femmes (?) –  se
tenant la main, revêtu de tuniques et de manteaux.  La  femme  tiendrait  un
fuseau (?). Musée d’Unterlinden, Colmar, Am  152 :  Ch.  Goutzwiller,  1866,
n° 5 ; - E. Espérandieu, 1918, p. 127, n° 5463 ; - P. Schmitt, 1964,  n° 9 ;
- J.-L. Schenk, 1982, p. 9, n° 3 ; - M. Fuchs, 1995e, p. 171, n° 14.
Le deuxième bas-relief  en  grès  jaune  est  une  stèle  (haut. :  1,12 m ;
larg. :  0,75 m ;  prof. :  0,22 m).  Surnommée  ,  on  y  distingue   trois
personnages, un couple encadrant un enfant, tous trois vêtus d’une  tunique.
L’enfant tient un gobelet dans la main droite repliée sur son torse  et  une
corbeille à fruit  dans  la  main  gauche  devant  sa  cuisse.  Les  parents
témoignent de leur affection en tenant l’enfant par l’épaule et par le  bras
(fig. 1e  de  couverture).  Musée  d’Unterlinden,  Colmar,  Am   143 :   Ch.
Goutzwiller,  1866,  p. 117,  n° 8 ;  - F.X.  Kraus,  1884,  p. 338 ;   - E.
Espérandieu, 1918, p. 128, n° 5467 ;  - P.  Schmitt,  1964,  n° 6 ;  - J.-L.
Schenk, 1982, p. 8-9, n° 2 ; - M. Fuchs, 1995e, p. 172, n° 15.

50* Une stèle funéraire a été découverte fortuitement à Wihr  et  donnée  au
Musée d’Unterlinden en 1859 par le maire J.-G. Ittel. Il  s’agit  d’un  bas-
relief en grès jaune (haut. :  1,11 m ;  larg. :  0,44 m ;  prof. :  0,14 m)
représentant deux femmes  portant  une  tunique  et  un  manteau.  Elle  est
actuellement conservée à Horbourg, encastrée dans un  monument  commémoratif
du passé romain de la commune (Musée d’Unterlinden, Colmar,  Am  133) :  Ch.
Goutzwiller,  1866,  p. 118,  n° 9 ;  - F.X.  Kraus,  1884,  p. 138 ;   - E.
Espérandieu, 1918,  p. 134,  n° 5476 ;  - P.  Schmitt,  1964,  n° 14 ;  - M.
Fuchs, 1995e, p. 173, n° 16.

51*  E.  Herrenschneider  signale  la  découverte  d’une  stèle  .  Nous  ne
connaissons pas la  date  ni  le  contexte  de  la  trouvaille  et  nous  ne
possédons aucune description précise de l’objet. Il  s’agirait  d’une  stèle
décorée de deux anneaux avec un point au centre.  Cette  pièce  a  disparu :
B.S.C.H.M.A., II, 12, 1886, p. 164 ;  - E.A.  Herrenschneider,  1894,  trad.
1993, p. 100 ; - M. Fuchs, 1995e, p. 209, n° 52.

52*  E.A.  Herrenschneider  a   fait   don   d’un   haut-relief   au   Musée
d’Unterlinden. Nous ne connaissons pas le  contexte  de  la  découverte.  Il
s’agit d’un homme drapé tenant une épée ou un  bâton.  Musée  d’Unterlinden,
Colmar, Am 145 : E.A.  Herrenschneider,  1894,  trad.  1993,  p. 100 ;  - E.
Espérandieu, 1918, p. 125, n° 5460 ; - P. Schmitt, 1964, n° 7 ; - M.  Fuchs,
1995e, p. 206, n° 49.","53* E.A. Herrenschneider relate la découverte d’un fragment  de  bas-relief,
probablement  en  grès,  représentant  un  avant-bras   droit   tenant   une
pomme (?). Le monument a disparu : E.A. Herrenschneider, 1894,  trad.  1993,
p. 100, 256 ; - M. Fuchs, 1995e, p. 208, n° 51."
CAG68_horbourg-wihr_9d619442,"54* (004, 039 AH) - Dans la rue des Ecoles, en 1884, E.A. Herrenschneider a découvert une stèle funéraire à fronton tri",Horbourg-Wihr,68,FR,,,,,,,,,,LOW,CAG 68 — Haut-Rhin (M. Zehner),"54* (004, 039 AH) - Dans la rue des Ecoles, en 1884, E.A. Herrenschneider  a
découvert une stèle funéraire à fronton triangulaire en grès  rose  (haut. :
1,87 m ; larg. : 0,58 m ; prof. : 0,21 m)  encastrée  dans  le  mur  de  son
pseudo-praetorium (cf. le castellum). Le bas-relief présente  un  personnage
féminin revêtu d’une tunique et d’un manteau,  tenant  un  gobelet  dans  la
main  droite  et  un  objet  non  identifié  dans  la  main  gauche.   Musée
d’Unterlinden, Colmar, Am 144 : E.A. Herrenschneider,  Communication  de  M.
le  Pasteur  Herrenschneider  sur  les  fouilles  de   Horbourg   (P.V.   du
17.07.1884), dans B.S.C.M.H.A., II,  12,  1881-1884,  p. 166 ;  1894,  trad.
1993, p. 100 ; - E. Espérandieu, 1918, p.126, n° 5462 ; - P. Schmitt,  1964,
n° 3 ; - J.-L. Schenk, 1982, p. 10, n° 8 ; - M. Fuchs, 1995e, p. 176, n°19.",
CAG68_horbourg-wihr_3a1d5a18,"55* (027 AH) - Au n° 2, rue de la 5ème D.B., E.A. Herrenschneider mentionne, en 1894, la découverte de deux",Horbourg-Wihr,68,FR,,,,,,,,,,LOW,CAG 68 — Haut-Rhin (M. Zehner),"55* (027  AH)  -  Au  n° 2,  rue  de  la  5ème  D.B.,  E.A.  Herrenschneider
mentionne, en 1894, la découverte de deux  fragments  de  stèles  funéraires
encastrés dans le mur d’une grange (actuellement  propriété  Ittel-Walther).
Le premier bas-relief en grès rose (haut. :  0,62 m ;  larg. :  0,26 m)  est
très érodé et représente le buste d’un homme barbu. Le second, également  en
grès rose (haut. : 0,32 m ; larg. : 0,62 m), est  un  sommet  de  stèle,  un
fronton triangulaire tronqué décoré d’une rosette en  son  centre,  inscrite
dans un demi-cercle. Ces deux monuments sont encore  actuellement  encastrés
dans   la   grange :   B.S.C.M.H.A.,   II,   12,   1886,   p. 168 ;   - E.A.
Herrenschneider, 1894, trad. 1993, plan ; - M. Fuchs, 1995e, p. 180,  n° 23-
24.","56* , J. Colin mentionne une sculpture  en  haut-relief  encastrée  dans  le
mur, recouverte d’un badigeon de  chaux,  ce  qui  a  rendu  la  description
difficile. Il s’agit apparemment d’un petit buste masculin de très  mauvaise
facture.  Il  était  impossible  de  se  rendre  compte  s’il  y  avait  une
inscription. Ce monument n’a pas été retrouvé : J. Colin, 1923."
CAG68_horbourg-wihr_c8465a42,"57* (041 AH) - Au n° 9, rue des Ecoles, en 1945, Chr. Wilsdorf a découvert une sculpture en haut-relief représentant",Horbourg-Wihr,68,FR,,,,,,,,,,LOW,CAG 68 — Haut-Rhin (M. Zehner),"57* (041 AH) - Au n° 9, rue des Ecoles, en 1945, Chr. Wilsdorf  a  découvert
une sculpture en haut-relief représentant  le  buste  d’une  femme  dont  il
manque la tête, la main gauche passant sous le drapé de la toge en  retenant
un pli (calcaire,  haut. :  0,43 m ;  larg. :  0,35 m) :  M.  Fuchs,  1995e,
p. 164, n° 7.",
CAG68_horbourg-wihr_c11bb60b,"58* (042 AH) - Dans la propriété Weiss, au n° 42, rue de l’Ill, à la fin des années 60, on a découvert un bas-relief",Horbourg-Wihr,68,FR,,,,,,GALLO_ROMAIN,,,,MEDIUM,CAG 68 — Haut-Rhin (M. Zehner),"58* (042 AH) - Dans la propriété Weiss, au n° 42, rue de  l’Ill,  à  la  fin
des années 60, on a découvert un bas-relief en grès rose  (haut. :  0,91 m ;
larg. : 0,44 m). Il représente un personnage féminin,  revêtu  d’un  manteau
maintenu par deux grosses fibules rondes, tenant  une  bourse  et  plongeant
l’autre main dans un sac. Le personnage s’inscrit dans  une   rectangulaire.
Ce monument est actuellement conservé  à  Horbourg-Wihr,  encastré  dans  un
monument commémoratif du passé romain  de  la  commune :  M.  Fuchs,  1995e,
p. 185, n° 28.",
CAG68_horbourg-wihr_608a7364,"59* (044 AH) - Au n° 47 de la Grand’Rue, lors de travaux d’assainissement en 1969, M. Fels a découvert un fragment de",Horbourg-Wihr,68,FR,,,,,,,,,,LOW,CAG 68 — Haut-Rhin (M. Zehner),"59* (044 AH) - Au n° 47 de la Grand’Rue, lors  de  travaux  d’assainissement
en 1969, M. Fels a découvert un fragment de  stèle  en  grès  rose  (haut. :
0,58 m ; long. : 0,30 m ; larg. : 0,2 m). Il s’agit d’une sculpture en haut-
relief représentant les jambes d’un  personnage  debout  légèrement  incliné
sur la droite. La stèle semble inachevée. Coll. privée :  M.  Fuchs,  1995e,
p. 207, n° 50.",
CAG68_horbourg-wihr_2ef5af81,"60* (020 AH) - Dans la propriété Barbier, au n° 2, route de Neuf-Brisach, a été découverte, en 1969, une représentation",Horbourg-Wihr,68,FR,HABITAT,,,,,GALLO_ROMAIN,,,,HIGH,CAG 68 — Haut-Rhin (M. Zehner),"60* (020 AH) - Dans la propriété Barbier, au n° 2, route de Neuf-Brisach,  a
été découverte, en 1969, une représentation  de  la  déesse  Epona  dans  un
contexte d’habitat situé le long  de  la  voie  romaine  menant  à  Biesheim
(n° 036), Oedenburg. Elle est assise en amazone  sur  un  cheval  dont  elle
tient la bride. Elle tient aussi un fruit de la  main  gauche,  repliée  sur
son ventre. Cette image en bas-relief est inscrite dans une stèle à  fronton
triangulaire (haut. : 0,58 m ; larg. : 0,43 m ; prof. : 0,11 m)  (fig. 115).
Musée d’Unterlinden, Colmar, Am 151 : M. Jehl, Ch.  Bonnet,  1969b,  p. 95 ;
- Fr. Pétry, R. Recht, 1979, p. 20 ; - M. Fuchs, 1995e, p. 163, n° 6.",
CAG68_horbourg-wihr_3eb5639d,"61* (039 AH) - Dans la rue des Ecoles, en 1969, Emile Kopp a découvert un fragment de bas-relief représentant la tête",Horbourg-Wihr,68,FR,,,,,,GALLO_ROMAIN,,,,MEDIUM,CAG 68 — Haut-Rhin (M. Zehner),"61* (039 AH) - Dans la rue des Ecoles, en 1969, Emile Kopp  a  découvert  un
fragment de bas-relief représentant la tête d’une femme (grès rose,  haut. :
0,22 m ; larg. : 0,28 m). Ce monument est actuellement conservé à  Horbourg-
Wihr,  encastré  dans  un  monument  commémoratif  du  passé  romain  de  la
commune : M. Fuchs, 1995e, p. 184, n° 27.",
CAG68_horbourg-wihr_d810b6ae,Kopfjucherten,Horbourg-Wihr,68,FR,VOIE,,,,,GALLO_ROMAIN,,,,HIGH,CAG 68 — Haut-Rhin (M. Zehner),"62* (031 AH) - Au lieu-dit Kopfjucherten, en 1988, R.  Schmidt  a  découvert
un fragment de stèle en grès rose,  le  long  de  la  voie  romaine  reliant
Horbourg-Wihr à Biesheim, Oedenburg (cf. n° 036, 024  AH).  Il  s’agit  d’un
bas-relief  représentant  un  personnage  en   tunique   tenant   un   objet
indéterminé dans la main droite repliée sur son torse. M. Fuchs suggère  d’y
voir une clef (?). Coll. privée : M. Fuchs, 1995e, p. 188, n° 31.

Au même endroit, en 1994, M. Fuchs a recueilli une seconde stèle  funéraire.
Il n’en reste plus que la partie inférieure. Il s’agit  d’un  bas-relief  en
grès jaune avec des traces d’éléments de  drapé  d’un  manteau :  M.  Fuchs,
1995e, p. 189, n° 32.
Un troisième élément a été découvert non loin de cet endroit en 1994 par  M.
Fuchs. C’est un bloc brut en grès rose comportant des traces de  taille  sur
les deux faces. Coll. privée : M. Fuchs, 1995e, p. 205, n° 48.",
CAG68_horbourg-wihr_0984f563,"63* (006 AH) - M. Fuchs, en 1991, a découvert un fragment de bas-relief en grès jaune (haut. : 0,21 m ; larg. : 0,1",Horbourg-Wihr,68,FR,OPPIDUM,,,,,,,,,MEDIUM,CAG 68 — Haut-Rhin (M. Zehner),"63* (006 AH) - M. Fuchs, en 1991, a découvert un fragment de  bas-relief  en
grès jaune (haut. :  0,21 m ;  larg. :  0,18 m)  représentant  une  tête  de
personnage féminin, encastré dans  le  mur  d’enceinte  de  l’église  Saint-
Michel de Wihr : M. Fuchs, 1995e, p. 183, n° 26.",
CAG68_horbourg-wihr_59e73db1,"64* (007 AH) - Près de l’église protestante, au centre paroissial, en 1992, E. Boës et M. Fuchs mentionnent la découver",Horbourg-Wihr,68,FR,,,,,,,,,,LOW,CAG 68 — Haut-Rhin (M. Zehner),"64* (007 AH) - Près de l’église protestante, au centre paroissial, en  1992,
E. Boës et M. Fuchs mentionnent la découverte d’un  bas-relief  représentant
un personnage barbu (haut. : 0,19 m ; larg. : 0,14 m ;  prof. :  0,11m).  Ce
fragment a été trouvé dans  les  décombres  d’un  ancien  mur  où  il  était
réemployé : E. Boës, M. Fuchs,  1992,  p. 2 ;  - M.  Fuchs,  1995e,  p. 187,
n° 30.",
CAG68_horbourg-wihr_aecc0a31,Kreuzfeld-Horbourg,Horbourg-Wihr,68,FR,SANCTUAIRE,,,,,,,,,MEDIUM,CAG 68 — Haut-Rhin (M. Zehner),"65* (008 AH) - Au lieu-dit Kreuzfeld-Horbourg, en  1992,  lors  du  sondage-
diagnostic  réalisé  par  S.  Plouin,  a  été  découvert  un  autel  tronqué
anépigraphique en grès  rose  (haut. :  0,45 m ;  larg. :  0,36 m ;  prof. :
0,34 m). Conservé à la mairie de Horbourg-Wihr : M.  Fuchs,  1995e,  p. 166,
n° 9.
Au même endroit en 1994,  Y.  Henigfeld  a  découvert  une  stèle  funéraire
tronquée en grès rose lors d’un sondage (haut. : 1,10 m ;  larg. :  0,73 m ;
prof. : 0,25 m). Un personnage en toge (?) dont on  voit  les  pieds  y  est
représenté. Il semble que la stèle n’ait pas été achevée. Dépôt de  fouille,
Beblenheim :  Y.  Henigfeld,  1995,  p. 119,  fig. 5 ;  - M.  Fuchs,  1995e,
p. 190, n° 33.

66* Lors du décrépissage d’une  maison  du  village  en  1993,  G.  Jauss  a
découvert  un  fragment  de  stèle  funéraire  ou  peut-être  d’un  monument
militaire, d’après M. Fuchs. Le bas-relief en grès jaune  (haut. :  0,31 m ;
larg. : 0,35 m) représente deux couronnes reliées par un  élément  figuratif
indéterminé. Coll. privée : M. Fuchs, 1995e, p. 210, n° 53.

67* Les réserves du Musée d’Unterlinden  recèlent  un  monument  non  encore
publié provenant de Horbourg. Il s’agit d’un bas-relief en  marbre  (haut. :
0,25 m ; larg. : 0,16 m ; prof. : 0,03 m) présentant  un  temple  à  fronton
triangulaire dans lequel  s’inscrit  un  personnage  masculin  revêtu  d’une
toge, la main droite sur le torse et tenant un papyrus dans la main  gauche.
Nous ne connaissons pas le contexte de la découverte.  Musée  d’Unterlinden,
Colmar, Am 130 : M. Fuchs, 1995e, p. 211, n° 54. Au même musée,  existe  une
statuette de Junon (fig. 116).

• Eléments d’architecture","68* Dans le village, en 1855, M. Demongeot a découvert une moulure  en  grès
rose. Aucune représentation ni description précise ne nous est connue :  Ch.
Goutzwiller, 1866, n° 11 ; - M. Fuchs, 1995e, p. 202, n° 45."
CAG68_horbourg-wihr_f4b81970,"69* (004, 019 AH) - Dans la rue des écoles, encastrée dans le mur de son pseudo-praetorium (cf. castellum), E.A. H",Horbourg-Wihr,68,FR,,,,,,,,,,LOW,CAG 68 — Haut-Rhin (M. Zehner),"69* (004, 019 AH) - Dans la rue des écoles, encastrée dans  le  mur  de  son
pseudo-praetorium (cf. castellum),  E.A.  Herrenschneider  a  découvert,  en
1884, une colonne en grès jaune  sur  laquelle  il  fit  graver  ,  persuadé
d’avoir  fouillé  les  vestiges  de  ce  monument.   Coll.   privée :   E.A.
Herrenschneider, 1894, trad.  1993,  p. 100 ;  - M.  Fuchs,  1995e,  p. 199,
n° 42.",
CAG68_horbourg-wihr_37573b3e,Schlossfeld,Horbourg-Wihr,68,FR,HABITAT,,,,,GALLO_ROMAIN,,,,HIGH,CAG 68 — Haut-Rhin (M. Zehner),"70* (025 AH) - Au lieu-dit Schlossfeld, rue des Césars, on a découvert  lors
de travaux d’assainissement en 1976, un fragment de canalisation ou  d’égout
en grès  jaune  dans  une  couche  d’occupation  romaine  (haut. :  0,38 m ;
larg. : 0,64 m ; long. : 1,50 m). Il semblerait  qu’il  était  en  connexion
avec d’autres fragments non récupérés. Le monument est  déposé  à  Horbourg-
Wihr, devant l’école Paul Fuchs, à proximité  du  monument  commémoratif  du
passé romain de la commune : Fr. Pétry, 1979a, p. 25 ;  - M.  Fuchs,  1995e,
p. 204, n° 47.",
CAG68_horbourg-wihr_fe8e5f57,"71* (040 AH) - Au n° 40 de la Grand’Rue, on a découvert, dans les années 80, une base de colonne romaine en grès",Horbourg-Wihr,68,FR,,,,,,GALLO_ROMAIN,,,,MEDIUM,CAG 68 — Haut-Rhin (M. Zehner),"71* (040 AH) - Au n° 40 de la Grand’Rue, on a  découvert,  dans  les  années
80, une base de colonne  romaine  en  grès  rose  (haut. :  0,3 m ;  diam. :
0,60 m). Coll. privée : M. Fuchs, 1995e, p. 200, n° 43.

72* Dans la propriété Ittel-Guillaumet, lors de travaux  d’aménagement,  les
propriétaires ont découvert un fragment de colonne  cannelée  en  grès  rose
(haut. : 0,16 m ; diam. : 0,65 m). Coll. privée : M. Fuchs,  1995e,  p. 201,
n° 44.",
CAG68_horbourg-wihr_baf32749,"73* (045 AH) - Au n° 3, rue des Ecoles, M. Fuchs a découvert, encastrée dans le mur d’une ferme, une sculpture en",Horbourg-Wihr,68,FR,HABITAT,,,,,,,,,MEDIUM,CAG 68 — Haut-Rhin (M. Zehner),"73* (045 AH) - Au n° 3, rue des Ecoles,  M.  Fuchs  a  découvert,  encastrée
dans le mur d’une ferme, une  sculpture  en  ronde  bosse  représentant  une
pomme de pin (grès  rose,  haut. :  0,42 m ;  diam. :  0,30 m) :  M.  Fuchs,
1995e, p. 203, n° 46.",
CAG68_houssen_ca449fa2,2* (005 AH) - Le transfert du supermarché Cora de Colmar à Houssen a donné lieu à une fouille de sauvetage en 1996. L,Houssen,68,FR,TUMULUS,,,,,HALLSTATT,Ha C,-800,-620,HIGH,CAG 68 — Haut-Rhin (M. Zehner),"2* (005 AH) - Le transfert du supermarché Cora de Colmar à Houssen  a  donné
lieu à une fouille de sauvetage en 1996.  Le  site  se  caractérise  par  sa
longue  période  d’occupation :  du  Néolithique  (Munzingen)   à   l’époque
carolingienne.
La période hallstattienne  comporte  une  série  de  fosses  dont  certaines
étaient très riches en mobilier céramique. L’ensemble du matériel  est  daté
du Hallstatt C-D1. Cet habitat n’est pas isolé  dans  la  région :  d’autres
structures hallstattiennes,  d’une  phase  légèrement  antérieure,  ont  été
découvertes au sud de ce  site  (cf.  infra)  ainsi  que  des  tumulus  (cf.
Colmar, n° 066, Cora).
Une portion de voie romaine a été observée  sur  plus  de  600 m  de  long :
orientée  nord-sud,  elle  provient  probablement  de  Colmar,  ville   dans
laquelle une portion de  voie  romaine  allant  dans  la  même  direction  a
également été repérée (cf. Colmar, n° 066, rue Méquillet). La largeur de  la
route oscille entre 6 et  7 m.  L’empierrement  de  la  route  était  encore
conservé sur 0,10-0,20 m de hauteur. Il est formé de gros  galets  du  Rhin,
de quelques blocs de grès jaune et de graviers : on y a également  découvert
des fragments de tegulæ et briques romaines, des  fragments  de  panse,  une
anse d’amphore Dressel 1, de nombreux clous et autres objets en fer,  de  la
sigillée des Ier et IIe siècles apr. J.-C. et  une  monnaie  du  IVe  siècle
apr. J.-C.
A l’est de la route romaine, un habitat mérovingien a été mis  au  jour :  3
rectangulaires dont une avec annexe angulaire, 1 puits à  eau  construit  en
pierres  sèches,  des  fosses  d’extraction  à  fond  alvéolé.  Le  mobilier
céramique date ces structures des VIIIe-IXe siècles.
Enfin, le haut  Moyen  Age  est  également  représenté  par  une  nécropole,
contemporaine de l’habitat, comptant 28 inhumations. Les sépultures  étaient
orientées est-ouest et sont installées à l’est de la voie romaine,  au  nord
de l’habitat décrit supra. Les défunts étaient déposés dans  des  cercueils.
Un seul était enterré dans une tombe en dalles. Le mobilier funéraire,  très
pauvre, se composait de quelques  fragments  de  céramique,  de  boucles  de
ceintures en fer et d’un petit couteau en fer. L’ensemble du  matériel  date
de la fin du VIIIe siècle. F. Wolff  et  R.  Forrer  mentionnaient  déjà  la
découverte  d’une   nécropole   mérovingienne   dans   la   commune.   Musée
d’Unterlinden, Colmar :  F.  Wolff,  1903,  p. 157,  n° 151 ;  - R.  Forrer,
1934b, carte ; - G. Kuhnle, 1997.",
